Time	<S12L^ S12 S12R^>
0	0
1922.74307448463	5.18800782463505E-07
3976.21613004966	8.11073595456693E-06
5938.18427337839	3.58322754147433E-05
7886.81472798761	0.000100239235151117
9789.20091980324	0.000215779483316053
12112.2566534674	0.000451533973779035
14103.8169604318	0.000756394346851283
16373.0351746597	0.00124077169113238
18769.4331942231	0.00193282834902928
21304.7768625706	0.00289031686830923
23990.8320231507	0.00418158745720575
26862.4415541324	0.00590265541217526
28847.4256896607	0.00731092189764541
30902.9876067295	0.00896688657947459
33097.2943924826	0.0109651861455861
35430.3460469199	0.0133608169296183
37965.7174999767	0.0162921517547674
40703.4087516531	0.0198542581189733
43697.4410340771	0.0242363745766394
46947.8143472487	0.0295852107069148
50052.7006809341	0.0352808345975152
53012.1000351334	0.0412484429204949
55919.1387886387	0.0476222401406353
58773.8169414501	0.0543699420256323
61490.9531024951	0.0612334885649868
64070.5472717737	0.0681364875046965
66576.393409652	0.0751902446404424
69008.4915161299	0.0823507787412113
71352.3673514492	0.0895306261735791
73608.0209156098	0.0966851877274019
75809.5202942601	0.10388635187423
77956.8654874002	0.111105337898259
80118.4163706592	0.11855352524097
82294.1729440373	0.126221140596298
84564.2836205487	0.134388939554533
86928.7484001935	0.14306188790567
89390.6866125978	0.152253695330311
91950.0982577617	0.161963661975517
94680.97534167	0.17247428300171
97583.3178643228	0.18378793088079
100693.229643509	0.196043076397351
104010.710679229	0.209231145428635
107649.756510067	0.223790948490532
111610.367136025	0.239697180382652
113590.672449004	0.247657496268813
116017.091955725	0.25740576782591
118443.511462447	0.267138343582928
120869.930969169	0.276845429518864
123296.35047589	0.286517916771577
126460.516359056	0.299065523416104
129624.682242222	0.311523217269026
132788.848125388	0.323875905981983
135953.014008554	0.336110045175492
140403.118713667	0.353093151259733
144853.223418779	0.369790763895842
149303.328123892	0.386180079797087
153753.432829004	0.402242077605105
159487.586826764	0.42243367345874
165221.740824524	0.44203725632746
170955.894822284	0.461039455417573
176690.048820044	0.47943139492834
183128.017265036	0.49935349118808
189565.985710028	0.518511439319984
196003.95415502	0.536916588836512
202441.922600012	0.554581775142186
208728.503393976	0.571136829846116
215015.084187941	0.587024788162847
221301.664981905	0.602267085041364
227588.24577587	0.616884587063324
231858.547966821	0.626469702430975
236128.850157772	0.635784538410509
240399.152348723	0.644836350565122
244669.454539674	0.65363224240283
248221.789463857	0.66075949689884
251774.124388041	0.667718733233093
255326.459312225	0.674514000558739
258878.794236409	0.681149261619439
263176.477298204	0.688968479096748
267474.160359998	0.696566128616784
271771.843421793	0.703948931970945
276069.526483587	0.711123387266269
282019.313864662	0.720723839889447
287969.101245737	0.729953737674299
293918.888626811	0.738829010215887
299868.676007886	0.747364680251636
305664.139727031	0.755366529381557
311459.603446176	0.763073111204003
317255.067165322	0.770496892363801
323050.530884467	0.777649647552792
327511.072309829	0.782977505710986
331971.613735191	0.788156587273297
336432.155160553	0.793191715885512
340892.696585915	0.798087521545924
344788.53224526	0.802253067579497
348684.367904605	0.806318660567606
352580.20356395	0.810287107123219
356476.039223295	0.814161117896158
360888.554207382	0.818438182614595
365301.06919147	0.822601182916368
369713.584175557	0.826653694285058
374126.099159645	0.830599153097922
379637.539614292	0.835381905573858
385148.980068939	0.840009055099652
390660.420523586	0.84448656617951
396171.860978233	0.848820110534744
401653.254563414	0.852992644600644
407134.648148595	0.857033301956947
412616.041733776	0.860946995698507
418097.435318957	0.864738405761876
422680.366577658	0.867817774941949
427263.297836359	0.870817335490982
431846.22909506	0.873739523015448
436429.16035376	0.876586680465851
440579.046221455	0.879101972331464
444728.93208915	0.881559226519421
448878.817956845	0.883960016535059
453028.70382454	0.886305863304811
457546.172512588	0.888798763770691
462063.641200635	0.891230143127029
466581.109888683	0.893601779317432
471098.578576731	0.895915386904126
476357.949061277	0.89853805263382
481617.319545823	0.901086833225036
486876.690030369	0.903564154873861
492136.060514915	0.905972345010617
497408.342294773	0.908319313467108
502680.624074632	0.91060123487542
507952.90585449	0.912820199435285
513225.187634348	0.914978214553219
517890.13222859	0.916838369685715
522555.076822832	0.918653616752499
527220.021417074	0.920425206160126
531884.966011316	0.922154345875888
536225.269008348	0.923726057203265
540565.57200538	0.925262946642054
544905.875002412	0.926765899377488
549246.177999444	0.928235773417554
553843.760895308	0.929757625116491
558441.343791172	0.931244254247298
563038.926687037	0.932696590965425
567636.509582901	0.934115535917298
572739.291192502	0.935652361433711
577842.072802103	0.937150283785903
582944.854411704	0.938610419665416
588047.636021306	0.940033847406109
593177.22199899	0.94142880719521
598306.807976675	0.942788749754832
603436.393954359	0.94411466546591
608565.979932043	0.945407511413668
613284.752785734	0.94656841050184
618003.525639425	0.947702806753497
622722.298493116	0.948811377760016
627441.071346807	0.949894780686759
631920.648135263	0.950900559239086
636400.224923718	0.951884761556392
640879.801712174	0.952847903073443
645359.378500629	0.953790484829558
650015.93754779	0.954749035699801
654672.496594951	0.955686428603245
659329.055642111	0.956603180680735
663985.614689272	0.957499794410734
668988.100893043	0.958441135233108
673990.587096813	0.959360385874042
678993.073300583	0.960258117006786
683995.559504353	0.961134882324511
689027.055902296	0.96199612656404
694058.552300239	0.962837235275378
699090.048698181	0.963658723703386
704121.545096124	0.964461092014342
708875.056388918	0.965202003502937
713628.567681712	0.965926680670245
718382.078974507	0.96663551074607
723135.590267301	0.967328870469393
727715.063261577	0.967982555851694
732294.536255854	0.968622542276095
736874.00925013	0.969249140702019
741453.482244406	0.969862654133675
746152.973653942	0.970478952096544
750852.465063478	0.971082091877726
755551.956473013	0.971672376308817
760251.447882548	0.972250100430863
765188.64597271	0.972843831884598
770125.844062871	0.97342434180614
775063.042153032	0.973991946048642
780000.240243193	0.974546952095773
784964.020566906	0.975092548317169
789927.800890619	0.975626008735962
794891.581214332	0.976147621591763
799855.361538045	0.976657667580629
804630.969852538	0.977137715412465
809406.578167031	0.977607546718917
814182.186481523	0.978067392671588
818957.794796016	0.978517478712016
823607.918404305	0.97894656891801
828258.042012593	0.979366811652969
832908.165620882	0.979778400102275
837558.289229171	0.980181522861271
842288.87827483	0.980583124393857
847019.467320489	0.980976344217801
851750.056366148	0.981361366882397
856480.645411807	0.981738372548117
861374.925891463	0.982120172785448
866269.206371119	0.98249376961404
871163.486850775	0.982859348302384
876057.76733043	0.983217089631193
880974.646216643	0.983568768754571
885891.525102856	0.983912890207857
890808.403989069	0.984249624112483
895725.282875282	0.984579136505669
900514.754091938	0.984893321548837
905304.225308593	0.985200954210329
910093.696525249	0.985502177161836
914883.167741905	0.985797129777486
919582.760857454	0.986080583840641
924282.353973003	0.986358257248693
928981.947088551	0.986630272718064
933681.5402041	0.986896750214748
938434.581861396	0.987160745167061
943187.623518692	0.9874193137837
947940.665175988	0.987672571844262
952693.706833284	0.987920632536137
957559.603298453	0.98816931455604
962425.499763621	0.988412781216743
967291.396228789	0.988651145752271
972157.292693957	0.988884518831601
977041.606164066	0.989113864156351
981925.919634176	0.989338395809975
986810.233104285	0.989558218125247
991694.546574394	0.989773433086095
996492.589354659	0.989980457120309
1001290.63213492	0.990183223489446
1006088.67491519	0.990381822406465
1010886.71769545	0.990576342106121
1015620.70285975	0.990764351032501
1020354.68802405	0.990948553843521
1025088.67318835	0.991129029752953
1029822.65835265	0.991305856275411
1034591.86787956	0.991480385093824
1039361.07740647	0.991651362706057
1044130.28693338	0.991818863248101
1048899.49646029	0.991982959268333
1053746.55267684	0.992146318495652
1058593.60889339	0.992306307213981
1063440.66510994	0.992462996638042
1068287.72132648	0.992616456445843
1073149.38456606	0.992767202944959
1078011.04780565	0.992914836042055
1082872.71104523	0.993059421469094
1087734.37428481	0.993201023545468
1092537.6298631	0.993338056099923
1097340.88544139	0.993472297228846
1102144.14101968	0.993603804964881
1106947.39659797	0.993732636115937
1111705.16880609	0.993857663218856
1116462.94101421	0.993980171516416
1121220.71322234	0.994100212718702
1125978.48543046	0.994217837461381
1130759.30926708	0.994333648008176
1135540.13310371	0.994447117814738
1140320.95694033	0.994558295024771
1145101.78077696	0.994667226783298
1149936.30740672	0.994775145795135
1154770.83403649	0.994880862447868
1159605.36066625	0.994984422417582
1164439.88729602	0.995085870428042
1169285.77996847	0.995185481446953
1174131.67264092	0.995283057615239
1178977.56531338	0.99537864112559
1183823.45798583	0.995472273293335
1188629.82026721	0.99556325392258
1193436.18254859	0.99565239325746
1198242.54482997	0.995739729080199
1203048.90711135	0.995825298397033
1207823.06940149	0.995908581404666
1212597.23169164	0.995990191953087
1217371.39398178	0.996070164059079
1222145.55627193	0.996148531048382
1226934.70462747	0.99622556413804
1231723.85298301	0.996301047064588
1236513.00133855	0.996375011392355
1241302.14969409	0.996447488045335
1246128.33757346	0.996519050940249
1250954.52545284	0.996589164109118
1255780.71333221	0.996657857242059
1260606.90121159	0.996725159424797
1265441.80760583	0.996791217011896
1270276.71400007	0.996855935193423
1275111.62039431	0.996919341401966
1279946.52678855	0.9969814625126
1284754.69251644	0.997041991614164
1289562.85824434	0.997101301123412
1294371.02397223	0.997159415842889
1299179.18970013	0.997216360075304
1303964.61335918	0.99727189634418
1308750.03701824	0.997326319694909
1313535.4606773	0.9973796526218
1318320.88433635	0.997431917169286
1323115.98672121	0.997483237452177
1327911.08910607	0.997533527955103
1332706.19149093	0.997582809505539
1337501.29387579	0.997631102514882
1342321.93292738	0.997678676428411
1347142.57197897	0.997725291316449
1351963.21103056	0.99777096665332
1356783.85008215	0.997815721523375
1361611.10214311	0.997859634146911
1366438.35420407	0.997902660874398
1371265.60626503	0.99794481969874
1376092.85832599	0.997986128252895
1380902.03330767	0.998026453750161
1385711.20828934	0.998065969176828
1390520.38327102	0.998104690907271
1395329.5582527	0.998142634990157
1400122.70255756	0.998179694437892
1404915.84686243	0.998216012253709
1409708.9911673	0.998251603364441
1414502.13547216	0.998286482401572
1419301.48803059	0.998320707511407
1424100.84058902	0.998354247149054
1428900.19314745	0.998387115116158
1433699.54570588	0.998419324941506
1438516.49534094	0.998451004429609
